ags,election_year,turnout,cdu_csu,spd,gruene,fdp,linke_pds,afd,bsw,winner_party,winner_voteshare,election_type,round,number_voters,eligible_voters
09571188,2008,0.7778,,,,,,,,FREIE WÄHLER,0.9869,Bürgermeisterwahl,hauptwahl,399,513
09571188,2014,0.793,,,,,,,,Freie Wählergemeinschaft,0.5904,Bürgermeisterwahl,hauptwahl,387,488
09571188,2020,0.7387,,,,,,,,Freie Wählergemeinschaft Ohrenbach,0.9304,Bürgermeisterwahl,hauptwahl,376,509
09571188,2026,0.7771,,,,,,,,Freie Wählergemeinschaft Ohrenbach,0.9181,Bürgermeisterwahl,hauptwahl,366,471
09571189,1948,0.9354,,,,,,,,kein Wahlvorschlag,0.9404,Bürgermeisterwahl,hauptwahl,608,650
09571189,1952,0.9295,,,,,,,,Einigkeit,0.7635,Bürgermeisterwahl,hauptwahl,633,681
09571189,1956,0.9213,,,,,,,,Einigkeit,0.7154,Bürgermeisterwahl,hauptwahl,597,648
09571189,1960,0.9368,,,,,,,,Einigkeit,0.6616,Bürgermeisterwahl,hauptwahl,593,633
09571189,1966,0.8729,,,,,,,,Einigkeit,0.8223,Bürgermeisterwahl,hauptwahl,563,645
09571189,1972,0.835,,,,,,,,Eintracht,0.9132,Bürgermeisterwahl,hauptwahl,739,885
09571189,1978,0.852,0.9612,,,,,,,CSU/Eintracht,0.9612,Bürgermeisterwahl,hauptwahl,829,973
09571189,1984,0.8228,0.8652,,,,,,,CSU/Eintracht/Freie Wähler,0.8652,Bürgermeisterwahl,hauptwahl,831,1010
09571189,1986,0.8288,,,,,,,,Christliche Wählergemeinschaft,0.4058,Bürgermeisterwahl,hauptwahl,876,1057
09571189,1986,0.8406,,,,,,,,Christliche Wählergemeinschaft,0.515,Bürgermeisterwahl,stichwahl,886,1054
09571189,1990,0.7887,0.9806,,,,,,,CSU/Eintracht/Freie Wähler,0.9806,Bürgermeisterwahl,hauptwahl,855,1084
09571189,1996,0.7834,0.8438,,,,,,,CSU/Eintracht/Freie Wähler,0.8438,Bürgermeisterwahl,hauptwahl,904,1154
09571189,2002,0.6848,0.906,,,,,,,CSU/Eintracht/Freie Wähler,0.906,Bürgermeisterwahl,hauptwahl,845,1234
09571189,2003,0.4872,0.9633,,,,,,,CSU/Eintracht/Freie Wähler,0.9633,Bürgermeisterwahl,hauptwahl,607,1246
09571189,2008,0.7977,0.5616,,,,,,,CSU/Wählergruppe Eintracht,0.5616,Bürgermeisterwahl,hauptwahl,986,1236
09571189,2014,0.6343,0.7222,,,,,,,CSU/Eintracht/Bürgerliste,0.7222,Bürgermeisterwahl,hauptwahl,810,1277
09571189,2020,0.7606,0.5829,,,,,,,CSU/Unabhängige Mitte,0.5829,Bürgermeisterwahl,hauptwahl,969,1274
09571189,2026,0.7494,,,,,,,,Unabhängige Wähler Ornbau,0.9163,Bürgermeisterwahl,hauptwahl,990,1321
09571190,1948,0.9038,,,,,,,,Kein Wahlvorschlag,0.4524,Bürgermeisterwahl,hauptwahl,780,863
09571190,1948,,,,,,,,,kein Wahlvorschlag,,Bürgermeisterwahl,stichwahl,,
09571190,1952,0.836,,,,,,,,Eintracht,0.8871,Bürgermeisterwahl,hauptwahl,719,860
09571190,1956,0.7998,,,,,,,,Eintracht,0.9191,Bürgermeisterwahl,hauptwahl,663,829
09571190,1960,0.8132,,,,,,,,Eintracht,0.9563,Bürgermeisterwahl,hauptwahl,749,921
09571190,1966,0.8454,,,,,,,,Eintracht,0.6503,Bürgermeisterwahl,hauptwahl,886,1048
09571190,1972,0.7793,,,,,,,,Eintracht,0.652,Bürgermeisterwahl,hauptwahl,1169,1500
09571190,1978,0.8444,0.7803,,,,,,,CSU/Unabhängige Bürger,0.7803,Bürgermeisterwahl,hauptwahl,2306,2731
09571190,1984,0.8269,0.6579,,,,,,,CSU/Unabhängige Bürger,0.6579,Bürgermeisterwahl,hauptwahl,2518,3045
09571190,1990,0.8351,0.5292,,,,,,,CSU,0.5292,Bürgermeisterwahl,hauptwahl,2609,3124
09571190,1996,0.8005,,,,,,,,Freie Wählergemeinschaft,0.3593,Bürgermeisterwahl,hauptwahl,2745,3429
09571190,1996,0.7442,,,,,,,,Freie Wählergemeinschaft,0.5957,Bürgermeisterwahl,stichwahl,2548,3424
09571190,2002,0.7391,,,,,,,,FWG,0.5909,Bürgermeisterwahl,hauptwahl,2757,3730
09571190,2008,0.7046,0.4406,,,,,,,CSU,0.4406,Bürgermeisterwahl,hauptwahl,2712,3849
09571190,2008,0.6511,,0.534,,,,,,SPD,0.534,Bürgermeisterwahl,stichwahl,2495,3832
09571190,2014,0.6862,,0.7869,,,,,,SPD,0.7869,Bürgermeisterwahl,hauptwahl,2692,3923
09571190,2020,0.6918,,0.4053,,,,,,SPD,0.4053,Bürgermeisterwahl,hauptwahl,2783,4023
09571190,2020,0.7472,0.5278,,,,,,,CSU,0.5278,Bürgermeisterwahl,stichwahl,3021,4043
09571190,2026,0.7067,0.6039,,,,,,,CSU,0.6039,Bürgermeisterwahl,hauptwahl,2855,4040
09571192,1948,0.9541,0.9578,,,,,,,CSU,0.9578,Bürgermeisterwahl,hauptwahl,582,610
09571192,1952,0.9427,0.9708,,,,,,,CSU/Bürgergemeinschaft,0.9708,Bürgermeisterwahl,hauptwahl,559,593
09571192,1956,0.9556,,,,,,,,Bürgergemeinschaft,0.9551,Bürgermeisterwahl,hauptwahl,495,518
09571192,1960,0.937,0.9912,,,,,,,CSU/freie Wähler,0.9912,Bürgermeisterwahl,hauptwahl,461,492
09571192,1966,0.9625,0.9716,,,,,,,CSU/Freie Wählerschaft,0.9716,Bürgermeisterwahl,hauptwahl,462,480
09571192,1969,,,,,,,,,CSU/Freie Wählerschaft,,Bürgermeisterwahl,hauptwahl,,
09571192,1972,0.8599,,,,,,,,FREIE WÄHLER,0.9865,Bürgermeisterwahl,hauptwahl,448,521
09571192,1978,0.8678,,,,,,,,FREIE WÄHLER,0.9719,Bürgermeisterwahl,hauptwahl,479,552
09571192,1984,0.84,,,,,,,,FREIE WÄHLER,0.9497,Bürgermeisterwahl,hauptwahl,483,575
09571192,1990,0.8466,,,,,,,,FREIE WÄHLER,0.887,Bürgermeisterwahl,hauptwahl,458,541
09571192,1996,0.8408,,,,,,,,Wählergruppe,0.9819,Bürgermeisterwahl,hauptwahl,470,559
09571192,2002,0.7627,,,,,,,,Wählergruppe,0.9799,Bürgermeisterwahl,hauptwahl,434,569
09571192,2002,0.8897,,,,,,,,Wählergruppe,0.6553,Bürgermeisterwahl,hauptwahl,516,580
09571192,2008,0.7301,,,,,,,,"Wählergruppe ""Freie Wähler""",0.8635,Bürgermeisterwahl,hauptwahl,430,589
09571192,2014,0.7488,,,,,,,,"Wählergruppe ""Freie Wähler""",0.9147,Bürgermeisterwahl,hauptwahl,450,601
09571192,2020,0.7217,,,,,,,,Freie Wähler,0.8913,Bürgermeisterwahl,hauptwahl,433,600
09571192,2026,0.7208,,,,,,,,"Wählergruppe """"Röckinger Liste""""",0.9386,Bürgermeisterwahl,hauptwahl,444,616
09571193,1948,1,,1,,,,,,SPD,1,Bürgermeisterwahl,hauptwahl,20,20
09571193,1952,0.8363,,,,,,,,Überparteiliche Liste,0.4419,Bürgermeisterwahl,hauptwahl,6256,7481
09571193,1952,0.7266,,,,,,,,Überparteiliche Liste,0.6205,Bürgermeisterwahl,stichwahl,5436,7481
09571193,1958,0.8264,,,,,,,,Überparteilicher Wahlvorschlag,0.5315,Bürgermeisterwahl,hauptwahl,6379,7719
09571193,1964,0.718,,0.5136,,,,,,SPD,0.5136,Bürgermeisterwahl,hauptwahl,5662,7886
09571193,1970,0.8991,,0.5401,,,,,,SPD,0.5401,Bürgermeisterwahl,hauptwahl,7112,7910
09571193,1976,0.8394,0.5297,,,,,,,CSU,0.5297,Bürgermeisterwahl,hauptwahl,7060,8411
09571193,1982,0.7752,0.5615,,,,,,,CSU,0.5615,Bürgermeisterwahl,hauptwahl,6702,8645
09571193,1988,0.7653,0.4058,,,,,,,CSU,0.4058,Bürgermeisterwahl,hauptwahl,6554,8564
09571193,1988,0.7296,,0.5216,,,,,,SPD,0.5216,Bürgermeisterwahl,stichwahl,6248,8564
09571193,1994,0.7267,,0.6458,,,,,,SPD,0.6458,Oberbürgermeisterwahl,hauptwahl,6330,8711
09571193,2000,0.3468,,0.9519,,,,,,SPD,0.9519,Oberbürgermeisterwahl,hauptwahl,3005,8666
09571193,2006,0.6788,,,,,,,,Freie Rothenburg,0.3982,Oberbürgermeisterwahl,hauptwahl,5931,8737
09571193,2006,0.654,,,,,,,,Freie Rothenburg,0.5595,Oberbürgermeisterwahl,stichwahl,5711,8733
09571193,2012,0.4458,,,,,,,,Für Rothenburg,0.9035,Oberbürgermeisterwahl,hauptwahl,3924,8802
09571193,2020,0.5587,,,,,,,,Freie Rothenburger Vereinigung - Freie Wähler,0.4677,Oberbürgermeisterwahl,hauptwahl,5066,9067
09571193,2020,0.6179,,,,,,,,Freie Rothenburger Vereinigung/Freie Wähler,0.6071,Oberbürgermeisterwahl,stichwahl,5599,9061
09571193,2026,0.6092,,0.403,,,,,,SPD,0.403,Oberbürgermeisterwahl,hauptwahl,5329,8747
09571193,2026,0.5578,,0.616,,,,,,SPD,0.616,Oberbürgermeisterwahl,stichwahl,4867,8726
09571194,1948,0.8273,,,,,,,,Parteilos,0.8902,Bürgermeisterwahl,hauptwahl,345,417
09571194,1952,0.8141,,,,,,,,Einheitsliste,0.9561,Bürgermeisterwahl,hauptwahl,346,425
09571194,1956,0.8381,,,,,,,,Gemeindeliste,0.8854,Bürgermeisterwahl,hauptwahl,352,420
09571194,1960,0.8881,,,,,,,,kein Wahlvorschlag,0.4545,Bürgermeisterwahl,hauptwahl,365,411
09571194,1960,0.8929,,,,,,,,,0.6116,Bürgermeisterwahl,stichwahl,367,411
09571194,1966,0.8783,,,,,,,,Wählergemeinschaft,0.9863,Bürgermeisterwahl,hauptwahl,368,419
09571194,1972,0.8316,,,,,,,,Freie Wählergemeinschaft,0.9872,Bürgermeisterwahl,hauptwahl,395,475
09571194,1977,0.8221,,,,,,,,Wählergemeinschaft,0.9764,Bürgermeisterwahl,hauptwahl,647,787
09571194,1978,0.895,,,,,,,,Wählergemeinschaft,0.9882,Bürgermeisterwahl,hauptwahl,699,781
09571194,1984,0.857,,,,,,,,Wählergemeinschaft,0.9356,Bürgermeisterwahl,hauptwahl,713,832
09571194,1990,0.8931,,,,,,,,Wählergemeinschaft,0.9163,Bürgermeisterwahl,hauptwahl,752,842
09571194,1996,0.8676,,,,,,,,Wählergemeinschaft,0.6653,Bürgermeisterwahl,hauptwahl,760,876
09571194,2002,0.7785,,,,,,,,Wählergemeinschaft,0.9323,Bürgermeisterwahl,hauptwahl,696,894
09571194,2008,0.7405,,,,,,,,Wählergemeinschaft,0.9189,Bürgermeisterwahl,hauptwahl,722,975
09571194,2014,0.6824,,,,,,,,Wählergemeinschaft,0.9247,Bürgermeisterwahl,hauptwahl,679,995
09571194,2020,0.7017,,,,,,,,Wählergemeinschaft Unternbibert,0.947,Bürgermeisterwahl,hauptwahl,715,1019
09571194,2026,0.7655,,,,,,,,Wählergemeinschaft Rügland,0.9087,Bürgermeisterwahl,hauptwahl,777,1015
09571196,1948,0.9343,,,,,,,,kein Wahlvorschlag,0.6881,Bürgermeisterwahl,hauptwahl,313,335
09571196,1952,0.8792,,,,,,,,Einigkeit,0.9558,Bürgermeisterwahl,hauptwahl,342,389
09571196,1956,0.9169,,,,,,,,kein Wahlvorschlag,0.901,Bürgermeisterwahl,hauptwahl,408,445
09571196,1960,0.8955,,,,,,,,Eintracht,0.9452,Bürgermeisterwahl,hauptwahl,480,536
09571196,1966,0.8147,,,,,,,,Einigkeit,0.969,Bürgermeisterwahl,hauptwahl,611,750
09571196,1972,0.8313,0.9413,,,,,,,CSU/Parteiose,0.9413,Bürgermeisterwahl,hauptwahl,1350,1624
09571196,1978,0.8363,0.882,,,,,,,CSU,0.882,Bürgermeisterwahl,hauptwahl,1624,1942
09571196,1984,0.8527,,0.6539,,,,,,SPD,0.6539,Bürgermeisterwahl,hauptwahl,1899,2227
09571196,1990,0.8702,,0.737,,,,,,SPD,0.737,Bürgermeisterwahl,hauptwahl,1992,2289
09571196,1991,0.7234,,,,,,,,UWG/SPD,0.5911,Bürgermeisterwahl,hauptwahl,1687,2332
09571196,1996,0.786,,,,,,,,UWG,0.5966,Bürgermeisterwahl,hauptwahl,1880,2392
09571196,2002,0.7706,0.5263,,,,,,,CSU,0.5263,Bürgermeisterwahl,hauptwahl,1948,2528
09571196,2008,0.7344,,,,,,,,UWG,0.5309,Bürgermeisterwahl,hauptwahl,1855,2526
09571196,2014,0.7445,,,,,,,,Unabhängige Wählergemeinschaft,0.5381,Bürgermeisterwahl,hauptwahl,1955,2626
09571196,2020,0.6947,0.7011,,,,,,,CSU,0.7011,Bürgermeisterwahl,hauptwahl,1957,2817
09571196,2026,0.6919,0.9215,,,,,,,CSU,0.9215,Bürgermeisterwahl,hauptwahl,1972,2850
09571198,1948,0.8493,0.8176,,,,,,,CSU,0.8176,Bürgermeisterwahl,hauptwahl,1127,1327
09571198,1952,0.7935,0.9765,,,,,,,CSU,0.9765,Bürgermeisterwahl,hauptwahl,1122,1414
09571198,1955,0.8559,0.5666,,,,,,,CSU,0.5666,Bürgermeisterwahl,hauptwahl,1146,1339
09571198,1956,0.8726,0.6537,,,,,,,CSU,0.6537,Bürgermeisterwahl,hauptwahl,1171,1342
09571198,1960,0.7635,0.9729,,,,,,,CSU/F.D.P./Arbeitsgemeinschaft der Heimatvertriebenen,0.9729,Bürgermeisterwahl,hauptwahl,1004,1315
09571198,1966,0.7722,0.9519,,,,,,,CSU/SPD/F.D.P.,0.9519,Bürgermeisterwahl,hauptwahl,1034,1339
09571198,1972,0.7219,0.7565,,,,,,,CSU,0.7565,Bürgermeisterwahl,hauptwahl,1132,1568
09571198,1978,0.9295,,0.6845,,,,,,SPD/F.D.P./Freie Wählergemeinschaft,0.6845,Bürgermeisterwahl,hauptwahl,1634,1758
09571198,1984,0.8559,,0.5797,,,,,,SPD/Freie Wählergemeinschaft,0.5797,Bürgermeisterwahl,hauptwahl,1550,1811
09571198,1990,0.759,,0.5056,,,,,,SPD/Freie Wählergemeinschaft,0.5056,Bürgermeisterwahl,hauptwahl,1408,1855
09571198,1996,0.8082,0.3942,,,,,,,CSU,0.3942,Bürgermeisterwahl,hauptwahl,1597,1976
09571198,1996,0.7771,0.5139,,,,,,,CSU,0.5139,Bürgermeisterwahl,stichwahl,1534,1974
09571198,2002,0.7448,0.5908,,,,,,,CSU,0.5908,Bürgermeisterwahl,hauptwahl,1547,2077
09571198,2008,0.7107,0.5333,,,,,,,CSU,0.5333,Bürgermeisterwahl,hauptwahl,1560,2195
09571198,2014,0.6217,,,,,,,,Freie Wählergemeinschaft,0.5469,Bürgermeisterwahl,hauptwahl,1402,2255
09571198,2020,0.5279,,,,,,,,FREIE WÄHLER/Freie Wählergemeinschaft Schillingsfürst e.V.,0.7364,Bürgermeisterwahl,hauptwahl,1221,2313
09571198,2026,0.6475,0.6138,,,,,,,CSU,0.6138,Bürgermeisterwahl,hauptwahl,1451,2241
09571199,1948,0.8667,,,,,,,,Parteilos,0.9678,Bürgermeisterwahl,hauptwahl,754,870
09571199,1952,0.8278,,,,,,,,Mittelstandsblock,0.9685,Bürgermeisterwahl,hauptwahl,750,906
09571199,1956,0.777,,,,,,,,Wählervereinigung,0.9631,Bürgermeisterwahl,hauptwahl,676,870
09571199,1960,0.7978,,,,,,,,kein Wahlvorschlag,0.9436,Bürgermeisterwahl,hauptwahl,726,910
09571199,1962,0.807,,,,,,,,Wählergruppe,0.8213,Bürgermeisterwahl,hauptwahl,736,912
09571199,1968,0.77,,,,,,,,Freie Wählergemeinschaft,0.9927,Bürgermeisterwahl,hauptwahl,703,913
09571199,1972,0.7588,,,,,,,,Freie Wählergemeinschaft,0.9881,Bürgermeisterwahl,hauptwahl,1604,2114
09571199,1978,0.7792,,,,,,,,Freie Wählergemeinschaft,0.9688,Bürgermeisterwahl,hauptwahl,1701,2183
09571199,1984,0.8701,,,,,,,,Freie Wählergemeinschaft,0.692,Bürgermeisterwahl,hauptwahl,2037,2341
09571199,1990,0.8766,,,,,,,,Freie Wählergemeinschaft,0.5594,Bürgermeisterwahl,hauptwahl,2068,2359
09571199,1996,0.7308,,,,,,,,Freie Wählergemeinschaft,0.9833,Bürgermeisterwahl,hauptwahl,1822,2493
09571199,2002,0.7503,0.463,,,,,,,CSU,0.463,Bürgermeisterwahl,hauptwahl,2004,2671
09571199,2002,0.7463,0.5652,,,,,,,CSU,0.5652,Bürgermeisterwahl,stichwahl,1992,2669
09571199,2008,0.6965,0.6732,,,,,,,CSU,0.6732,Bürgermeisterwahl,hauptwahl,1907,2738
09571199,2014,0.6812,,0.6427,,,,,,SPD/Unabhängige Bürger/Freie Wählergemeinschaft,0.6427,Bürgermeisterwahl,hauptwahl,1957,2873
09571199,2020,0.5889,,,,,,,,Unabhängige Bürger/Freie Wählergemeinschaft Schnelldorf/SPD/CSU,0.8977,Bürgermeisterwahl,hauptwahl,1755,2980
09571199,2026,0.6179,0.9384,,,,,,,CSU/SPD/Unabhängige Bürger Schnelldorf,0.9384,Bürgermeisterwahl,hauptwahl,1847,2989
09571200,1948,0.9079,,0.6109,,,,,,SPD,0.6109,Bürgermeisterwahl,hauptwahl,1420,1564
09571200,1952,0.8614,,0.8192,,,,,,SPD,0.8192,Bürgermeisterwahl,hauptwahl,1361,1580
09571200,1956,0.8526,,0.9799,,,,,,SPD,0.9799,Bürgermeisterwahl,hauptwahl,1273,1493
09571200,1960,0.9155,,,,,,,,Freie Wählergemeinschaft,0.7463,Bürgermeisterwahl,hauptwahl,1354,1479
09571200,1966,0.8557,,,,,,,,Freie Wählergemeinschaft,0.6343,Bürgermeisterwahl,hauptwahl,1251,1462
09571200,1972,0.808,,0.997,,,,,,SPD,0.997,Bürgermeisterwahl,hauptwahl,1355,1677
09571200,1978,0.8798,0.6217,,,,,,,CSU/Freie Wählergemeinschaft,0.6217,Bürgermeisterwahl,hauptwahl,1698,1930
09571200,1984,0.8082,0.9389,,,,,,,CSU/Freie Wähler,0.9389,Bürgermeisterwahl,hauptwahl,1656,2049
09571200,1990,0.8257,0.5587,,,,,,,CSU/Freie Wähler,0.5587,Bürgermeisterwahl,hauptwahl,1701,2060
09571200,1996,0.8156,0.5372,,,,,,,CSU/Freie Wähler,0.5372,Bürgermeisterwahl,hauptwahl,1743,2137
09571200,2002,0.7275,,0.5053,,,,,,SPD/Unabhängige Wähler,0.5053,Bürgermeisterwahl,hauptwahl,1626,2235
09571200,2008,0.7339,,0.5776,,,,,,SPD/Unabhängige Wähler,0.5776,Bürgermeisterwahl,hauptwahl,1660,2262
09571200,2014,0.5457,,0.8432,,,,,,SPD/Unabhängige Wähler,0.8432,Bürgermeisterwahl,hauptwahl,1260,2309
09571200,2020,0.6291,,0.536,,,,,,SPD/Unabhängige Wähler,0.536,Bürgermeisterwahl,hauptwahl,1481,2354
09571200,2026,0.5937,0.8293,,,,,,,CSU/Freie Wähler,0.8293,Bürgermeisterwahl,hauptwahl,1397,2353
09571205,1948,0.9194,,,,,,,,kein Wahlvorschlag,0.5604,Bürgermeisterwahl,hauptwahl,285,310
09571205,1952,0.9412,,,,,,,,Einheimische Wählerschaft,0.8773,Bürgermeisterwahl,hauptwahl,288,306
09571205,1956,0.8534,,,,,,,,kein Wahlvorschlag,0.934,Bürgermeisterwahl,hauptwahl,227,266
09571205,1960,1,,,,,,,,kein Wahlvorschlag,0.8341,Bürgermeisterwahl,hauptwahl,215,215
09571205,1966,0.8272,,,,,,,,kein Wahlvorschlag,0.49,Bürgermeisterwahl,hauptwahl,201,243
09571205,1966,0.8025,,,,,,,,kein Wahlvorschlag,0.7158,Bürgermeisterwahl,stichwahl,195,243
09571205,1972,0.7769,,,,,,,,,0.875,Bürgermeisterwahl,hauptwahl,188,242
09571205,1978,0.957,,,,,,,,Wahlgemeinschaft,0.5226,Bürgermeisterwahl,hauptwahl,869,908
09571205,1984,0.836,,,,,,,,Wählergruppe,0.9549,Bürgermeisterwahl,hauptwahl,785,939
09571205,1990,0.9206,,,,,,,,Wählergruppe,0.7558,Bürgermeisterwahl,hauptwahl,869,944
09571205,1996,0.8502,,,,,,,,Wählergruppe,0.6867,Bürgermeisterwahl,hauptwahl,823,968
09571205,2002,0.7951,,,,,,,,Wählergruppe,0.8981,Bürgermeisterwahl,hauptwahl,780,981
09571205,2008,0.737,,,,,,,,Wählergruppe,0.9077,Bürgermeisterwahl,hauptwahl,754,1023
09571205,2014,0.6991,,,,,,,,Wählergruppe,0.9465,Bürgermeisterwahl,hauptwahl,704,1007
09571205,2020,0.6696,,,,,,,,Wählergruppe Steinsfeld,0.9211,Bürgermeisterwahl,hauptwahl,683,1020
09571205,2026,0.7569,,,,,,,,ohne Wahlvorschlag,0.7076,Bürgermeisterwahl,hauptwahl,769,1016
09571208,1948,0.8871,,,,,,,,kein Wahlvorschlag,0.6516,Bürgermeisterwahl,hauptwahl,393,443
09571208,1952,0.9049,,,,,,,,Freie Wählervereinigung,0.74,Bürgermeisterwahl,hauptwahl,371,410
09571208,1956,0.8922,,,,,,,,kein Wahlvorschlag,0.546,Bürgermeisterwahl,hauptwahl,331,371
09571208,1960,0.9141,,,,,,,,kein Wahlvorschlag,0.5204,Bürgermeisterwahl,hauptwahl,330,361
09571208,1966,0.8988,,,,,,,,kein Wahlvorschlag,0.9497,Bürgermeisterwahl,hauptwahl,311,346
09571208,1972,0.8311,,,,,,,,Freie Wählergruppe,0.9609,Bürgermeisterwahl,hauptwahl,443,533
09571208,1978,0.8904,,,,,,,,Wählergruppe,0.6098,Bürgermeisterwahl,hauptwahl,601,675
09571208,1984,0.8949,,,,,,,,Wählergruppe,0.9503,Bürgermeisterwahl,hauptwahl,596,666
09571208,1990,0.8605,,,,,,,,Wählergruppe,0.9286,Bürgermeisterwahl,hauptwahl,586,681
09571208,1996,0.8511,,,,,,,,Wählergruppe,0.6961,Bürgermeisterwahl,hauptwahl,583,685
09571208,2002,0.8539,,,,,,,,Wählergruppe,0.5651,Bürgermeisterwahl,hauptwahl,602,705
09571208,2008,0.7093,,,,,,,,Wählergruppe,0.8882,Bürgermeisterwahl,hauptwahl,505,712
09571208,2014,0.7172,,,,,,,,Wählergruppe,0.7431,Bürgermeisterwahl,hauptwahl,487,679
09571208,2020,0.7188,,,,,,,,Freie Wählergruppe Unterschwaningen,0.7604,Bürgermeisterwahl,hauptwahl,501,697
09571208,2026,0.8099,,,,,,,,Freie Wählergruppe Unterschwaningen,0.7387,Bürgermeisterwahl,hauptwahl,558,689
09571214,1948,0.9045,0.6403,,,,,,,CSU,0.6403,Bürgermeisterwahl,hauptwahl,1657,1832
09571214,1952,0.8599,0.9348,,,,,,,CSU,0.9348,Bürgermeisterwahl,hauptwahl,1768,2056
09571214,1956,0.8644,0.7766,,,,,,,CSU,0.7766,Bürgermeisterwahl,hauptwahl,1862,2154
09571214,1960,0.8274,0.9676,,,,,,,CSU,0.9676,Bürgermeisterwahl,hauptwahl,1807,2184
09571214,1966,0.7869,0.5347,,,,,,,CSU,0.5347,Bürgermeisterwahl,hauptwahl,1957,2487
09571214,1972,0.8266,0.6224,,,,,,,CSU,0.6224,Bürgermeisterwahl,hauptwahl,2789,3374
09571214,1978,0.9024,,0.5326,,,,,,SPD,0.5326,Bürgermeisterwahl,hauptwahl,3734,4138
09571214,1984,0.8694,,0.5829,,,,,,SPD,0.5829,Bürgermeisterwahl,hauptwahl,3667,4218
09571214,1990,0.773,,0.8914,,,,,,SPD,0.8914,Bürgermeisterwahl,hauptwahl,3273,4234
09571214,1996,0.6946,,0.8176,,,,,,SPD,0.8176,Bürgermeisterwahl,hauptwahl,3229,4649
09571214,2002,0.6209,0.9512,,,,,,,CSU,0.9512,Bürgermeisterwahl,hauptwahl,2932,4722
09571214,2008,0.6178,0.6788,,,,,,,CSU,0.6788,Bürgermeisterwahl,hauptwahl,2914,4717
09571214,2014,0.5704,0.8014,,,,,,,CSU,0.8014,Bürgermeisterwahl,hauptwahl,2695,4725
09571214,2018,0.623,,0.6675,,,,,,SPD,0.6675,Bürgermeisterwahl,hauptwahl,2961,4753
09571214,2026,0.6469,,,,,,,,Bürgerbündnis - Stadt und Land e.V.,0.4102,Bürgermeisterwahl,hauptwahl,3118,4820
09571214,2026,0.5989,,,,,,,,Bürgerbündnis Stadt und Land e.V.,0.6206,Bürgermeisterwahl,stichwahl,2883,4814
09571216,1948,0.7989,0.465,,,,,,,CSU,0.465,Bürgermeisterwahl,hauptwahl,723,905
09571216,1948,,,,,,,,,CSU,,Bürgermeisterwahl,stichwahl,,
09571216,1952,0.8528,,,,,,,,Bürgerblock,0.8883,Bürgermeisterwahl,hauptwahl,759,890
09571216,1956,0.8094,,,,,,,,Bürgerblock,0.8326,Bürgermeisterwahl,hauptwahl,675,834
09571216,1960,0.7611,,,,,,,,Bürgerblock,0.8881,Bürgermeisterwahl,hauptwahl,618,812
09571216,1966,0.683,,,,,,,,Bürgerblock,0.8236,Bürgermeisterwahl,hauptwahl,543,795
09571216,1972,0.738,,,,,,,,Bürgerblock,0.9611,Bürgermeisterwahl,hauptwahl,862,1168
09571216,1978,0.8707,,,,,,,,Bürgerblock,0.5125,Bürgermeisterwahl,hauptwahl,1024,1176
09571216,1984,0.8547,0.7906,,,,,,,CSU/Unabhänige Bürger,0.7906,Bürgermeisterwahl,hauptwahl,1047,1225
09571216,1990,0.7993,0.5994,,,,,,,CSU/Unabhänige Bürger,0.5994,Bürgermeisterwahl,hauptwahl,1095,1370
09571216,1996,0.8175,,,,,,,,LISTE FÜR ALLE,0.5017,Bürgermeisterwahl,hauptwahl,1196,1463
09571216,2002,0.7627,0.5094,,,,,,,CSU/Bürgerblock/Unabhängige Bürger,0.5094,Bürgermeisterwahl,hauptwahl,1234,1618
09571216,2008,0.6401,,,,,,,,Freie Wählergemeinschaft/Weidenbacher Liste,0.9114,Bürgermeisterwahl,hauptwahl,1019,1592
09571216,2014,0.6485,,,,,,,,Freie Wählergemeinschaft/Weidenbacher Liste,0.8186,Bürgermeisterwahl,hauptwahl,1022,1576
09571216,2020,0.6622,,,,,,,,Freie Wählergemeinschaft Weidenbacher Liste,0.6547,Bürgermeisterwahl,hauptwahl,1096,1655
09571216,2026,0.6777,,,,,,,,Freie Wählergemeinschaft/Weidenbacher Liste,0.778,Bürgermeisterwahl,hauptwahl,1165,1719
09571217,1948,0.8709,,,,,,,,kein Wahlvorschlag,0.588,Bürgermeisterwahl,hauptwahl,317,364
09571217,1952,0.847,,,,,,,,Freie Wahlgemeinschaft,0.9654,Bürgermeisterwahl,hauptwahl,321,379
09571217,1956,0.9062,,,,,,,,gemeinsam,0.9738,Bürgermeisterwahl,hauptwahl,348,384
09571217,1960,0.8705,,,,,,,,Bürgerliste,0.9935,Bürgermeisterwahl,hauptwahl,316,363
09571217,1966,0.8622,,,,,,,,Bürgerliste,0.9204,Bürgermeisterwahl,hauptwahl,319,370
09571217,1972,0.8242,,,,,,,,Bürgerliste,0.9082,Bürgermeisterwahl,hauptwahl,614,745
09571217,1974,0.8735,,,,,,,,Bürgerliste,0.9143,Bürgermeisterwahl,hauptwahl,939,1075
09571217,1978,0.836,,,,,,,,Bürgerliste,0.9859,Bürgermeisterwahl,hauptwahl,1004,1201
09571217,1984,0.8929,0.9815,,,,,,,CSU/Bürgerblock,0.9815,Bürgermeisterwahl,hauptwahl,1300,1456
09571217,1990,0.8757,0.851,,,,,,,CSU/Bürgerblock,0.851,Bürgermeisterwahl,hauptwahl,1395,1593
