ags,election_year,turnout,cdu_csu,spd,gruene,fdp,linke_pds,afd,bsw,number_voters,eligible_voters
03151000,2016,0.5674,0.3707,0.2959,0.1122,0.0329,0.0255,0.0905,,80938,142652
03151000,2021,0.6047,0.3091,0.3132,0.1413,0.0494,0.0175,0.0755,,86401,142888
03153000,1991,0.6651,0.4217,0.4419,,0.0711,,,,85405,128400
03153000,1996,0.6447,0.4093,0.4512,,0.0527,,,,83452,129440
03153000,2001,0.5588,0.4026,0.4654,0.0545,0.0775,,,,72170,129142
03153000,2006,0.5098,0.3658,0.4472,0.0509,0.0778,,,,64616,126748
03153000,2011,0.5417,0.3527,0.402,0.1036,0.0387,0.0377,,,65954,121744
03153000,2016,0.522,0.2988,0.3799,0.0717,0.0542,0.0424,0.1108,,61832,118442
03153000,2021,0.5588,0.2727,0.4101,0.1057,0.0544,0.0367,0.0559,,61601,110246
03154000,1991,0.6868,0.4348,0.4229,0.0384,0.053,,,,54789,79773
03154000,1996,0.6773,0.3981,0.437,0.0576,0.0297,,,,55340,81708
03154000,2001,0.5936,0.403,0.4432,0.0374,0.0478,0.0112,,,47679,80324
03154000,2006,0.5139,0.3674,0.418,0.0489,0.0626,0.0137,,,41325,80421
03154000,2011,0.5588,0.3483,0.4191,0.0904,0.0315,0.0231,,,43481,77806
03154000,2016,0.551,0.3366,0.3448,0.0763,0.0435,0.0153,0.08,,42670,77442
03154000,2021,0.5708,0.3226,0.3426,0.1094,0.0572,0.0207,0.0675,,43407,76050
03155000,1991,0.741,0.3856,0.477,0.0548,0.0744,,,,89099,120237
03155000,1996,0.7096,0.3788,0.4598,0.0714,0.0639,,,,88024,124056
03155000,2001,0.6353,0.3789,0.4544,0.0513,0.0894,0.0113,,,77549,122060
03155000,2006,0.5854,0.3797,0.4561,0.0516,0.0901,0.0226,,,70588,120589
03155000,2011,0.568,0.3298,0.4292,0.0985,0.0646,0.0263,,,65928,116062
03155000,2016,0.5363,0.311,0.4076,0.0678,0.0711,0.0217,0.0853,,60860,113471
03155000,2021,0.5972,0.2594,0.3988,0.0932,0.1159,0.0256,0.0542,,66207,110854
03157000,1991,0.7032,0.3909,0.4967,0.0647,0.0296,,,,67175,95522
03157000,1996,0.6642,0.3771,0.4865,0.0813,0.025,,,,66850,100649
03157000,2001,0.5463,0.3789,0.4821,0.0514,0.0334,,,,57010,104362
03157000,2006,0.523,0.3486,0.4859,0.0634,0.0412,,,,56146,107344
03157000,2011,0.5346,0.3117,0.4681,0.1149,0.0218,0.0287,,,56818,106290
03157000,2016,0.5655,0.3044,0.4219,0.0851,0.0312,0.0268,0.087,,60989,107853
03157000,2021,0.5816,0.2841,0.3684,0.131,0.0509,0.022,0.0557,,63785,109679
03158000,1991,0.731,0.4729,0.4295,0.0645,0.0332,,,,68190,93283
03158000,1996,0.7077,0.4351,0.4235,0.089,0.0293,,,,69091,97634
03158000,2001,0.582,0.4436,0.4293,0.0647,0.0486,0.0138,,,58734,100911
03158000,2006,0.5577,0.4281,0.3973,0.0833,0.0451,,,,56899,102016
03158000,2011,0.5722,0.354,0.4085,0.1575,0.022,0.0272,,,57681,100801
03158000,2016,0.6081,0.3188,0.3688,0.1166,0.0436,0.0351,0.1061,,61317,100827
03158000,2021,0.6314,0.2903,0.3642,0.1624,0.0732,0.0259,0.0578,,62554,99079
03159000,1991,0.6609,0.4028,0.4147,0.0955,0.0599,,,,178518,270131
03159000,1996,0.6352,0.3878,0.4007,0.1148,0.0496,,,,177175,278919
03159000,2001,0.5648,0.3832,0.4079,0.095,0.0608,0.0167,,,155144,274688
03159000,2006,0.5151,0.3703,0.4086,0.1097,0.0646,0.0341,,,141187,274084
03159000,2011,0.5138,0.3278,0.3835,0.1727,0.0273,0.0342,,,138263,269087
